school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,awarDistinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Art,D,A,18,Subject Content 5 for Art,Assessment Area 5 for Art,77.77,0.49,98,29.56,45,72.77,42.32,23,78.57,35.83,17,98,W,92,8,66,75,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,D,11,Subject Content 1 for Music,Assessment Area 1 for Music,73.92,65.74,41,10.5,63,1.53,31.5,28,72.63,73.4,74,47,W,27,5,29,95,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,A,D,15,Subject Content 2 for Music,Assessment Area 2 for Music,33.29,23.58,100,37.79,36,91.94,85.9,19,20.83,48.94,22,55,W,51,21,58,60,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,D,A,23,Subject Content 3 for Music,Assessment Area 3 for Music,6.98,59.17,53,67.64,74,31.91,80.92,94,29.22,10.12,46,83,W,62,100,23,66,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,D,21,Subject Content 4 for Music,Assessment Area 4 for Music,90.33,2.45,93,56.25,98,34.11,9.02,12,92.91,1.95,12,37,W,83,59,82,83,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,A,A,24,Subject Content 5 for Music,Assessment Area 5 for Music,84.85,18.15,80,64.22,34,7.33,31,67,1.42,45.58,30,29,W,49,12,11,86,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,D,Z,25,Subject Content 6 for Music,Assessment Area 6 for Music,88.68,12.24,25,15.4,89,71.23,14.01,11,5.11,51.68,13,19,W,83,89,35,52,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,Z,18,Subject Content 7 for Music,Assessment Area 7 for Music,73.23,99.22,81,34.56,98,48.95,50.37,58,62.02,27.72,48,72,W,28,70,78,45,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,C,13,Subject Content 8 for Music,Assessment Area 8 for Music,99.35,47.94,54,87.77,17,29.57,56.75,38,78.32,77.96,8,14,W,26,37,32,93,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,B,Z,22,Subject Content 9 for Music,Assessment Area 9 for Music,39.58,56.83,22,90.93,70,91.1,57.49,24,83.12,75.13,69,2,W,43,19,7,73,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,B,B,17,Subject Content 10 for Music,Assessment Area 10 for Music,99.85,19.89,17,0.32,18,84.4,53.05,82,3.32,49.03,71,58,W,78,31,70,26,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,C,20,Subject Content 1 for Music,Assessment Area 1 for Music,19.02,48.88,46,44.34,47,35.75,33.25,30,20.01,2.87,95,66,W,81,22,36,4,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,B,B,12,Subject Content 2 for Music,Assessment Area 2 for Music,40.57,72.04,42,88.04,64,93.12,52.35,52,61.54,18.77,39,19,W,20,12,86,97,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,A,C,6,Subject Content 3 for Music,Assessment Area 3 for Music,83.32,1.11,25,6.96,15,69.09,38.2,17,85.31,1.05,95,91,W,71,68,14,69,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,B,3,Subject Content 4 for Music,Assessment Area 4 for Music,67.07,94.48,37,77.77,34,35.98,99.32,77,2.56,87.46,70,70,W,70,57,57,39,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,B,19,Subject Content 5 for Music,Assessment Area 5 for Music,85.53,48.33,26,83.77,74,27,12.6,71,19.15,87.47,61,97,W,4,92,58,21,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,D,16,Subject Content 6 for Music,Assessment Area 6 for Music,9.86,85.28,73,72.25,30,78.67,83.49,19,95.98,13.94,96,25,W,62,2,100,91,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,A,A,8,Subject Content 7 for Music,Assessment Area 7 for Music,72.93,70.99,58,79.22,85,67.09,25.12,54,52.97,82.05,42,52,W,52,66,32,39,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,B,Z,9,Subject Content 8 for Music,Assessment Area 8 for Music,30.76,60.59,41,66.8,56,23.03,56.52,59,78.01,1.88,60,59,W,58,78,25,5,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,B,C,2,Subject Content 9 for Music,Assessment Area 9 for Music,41.28,45.18,10,20.77,30,61.57,42.5,43,91.33,50.88,92,13,W,38,69,33,13,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,D,A,1,Subject Content 10 for Music,Assessment Area 10 for Music,94.02,97.08,59,19.17,69,8.25,96.62,56,72.24,41,4,65,W,31,76,20,52,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,A,C,10,Subject Content 1 for Music,Assessment Area 1 for Music,35.97,52.57,30,52.07,20,90.12,84.13,24,63.38,10.55,47,90,W,95,16,97,30,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,B,Z,7,Subject Content 2 for Music,Assessment Area 2 for Music,4.49,60.4,19,96.94,27,36.7,16.92,74,22.2,76.52,65,21,W,88,39,37,91,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,B,D,4,Subject Content 3 for Music,Assessment Area 3 for Music,99.54,55.63,79,92.53,52,40.16,76.95,47,93.18,17.57,44,89,W,8,58,30,81,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,C,B,5,Subject Content 4 for Music,Assessment Area 4 for Music,86.39,92.84,88,77.5,59,47.5,56.64,76,63.4,43.2,55,27,W,4,9,20,22,Distinction
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,9,Class 9,Music,D,D,14,Subject Content 5 for Music,Assessment Area 5 for Music,63.54,13.57,58,15.74,97,0.6,28.62,78,41.18,17.02,96,49,W,11,12,45,14,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,B,13,Subject Content 1 for Art,Assessment Area 1 for Art,94.81,45.89,29,27.27,20,39.24,7.6,39,75.03,1.28,51,79,W,42,45,77,24,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,B,D,21,Subject Content 2 for Art,Assessment Area 2 for Art,0.45,46.11,16,9.03,30,9.22,73.66,65,55.04,79.03,6,46,W,47,87,5,24,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,B,19,Subject Content 3 for Art,Assessment Area 3 for Art,74.53,64.42,23,55.28,72,88.53,40.88,14,90.11,19.93,40,42,W,100,83,66,81,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,B,1,Subject Content 4 for Art,Assessment Area 4 for Art,78.03,75.29,53,78.71,42,10.74,98.99,67,74.83,8.19,23,46,W,90,45,100,97,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,B,20,Subject Content 5 for Art,Assessment Area 5 for Art,78.8,55.78,70,76.9,96,81.03,72.36,67,35.56,2.16,47,18,W,95,92,92,69,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,D,Z,8,Subject Content 6 for Art,Assessment Area 6 for Art,40.43,0.67,93,79.43,24,27.48,14.69,25,73.89,47.95,11,89,W,43,35,99,68,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,C,Z,23,Subject Content 7 for Art,Assessment Area 7 for Art,75.4,84.05,15,71,30,98.2,32.5,97,63.67,13.71,26,67,W,14,2,85,28,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,C,D,5,Subject Content 8 for Art,Assessment Area 8 for Art,94.47,4.43,97,34.44,38,72.29,14.76,87,88.86,93.17,73,92,W,49,60,71,53,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,Z,2,Subject Content 9 for Art,Assessment Area 9 for Art,60.64,10.15,67,14.83,19,47.28,35.03,67,74.12,60.78,67,41,W,19,72,49,29,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,C,D,6,Subject Content 10 for Art,Assessment Area 10 for Art,31.5,58.67,86,81.29,53,87.13,71.28,73,69.19,49.97,22,96,W,85,87,48,95,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,B,Z,18,Subject Content 1 for Art,Assessment Area 1 for Art,6.75,19.82,99,0.82,66,5.35,52.94,56,63.9,77.53,43,88,W,2,91,56,86,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,B,D,24,Subject Content 2 for Art,Assessment Area 2 for Art,43.91,44.02,51,26.3,15,69.26,34.45,90,19.06,54.82,52,52,W,92,36,34,75,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,D,A,12,Subject Content 3 for Art,Assessment Area 3 for Art,97.07,14.19,73,72.17,24,63.71,72.6,20,2.84,16.96,67,73,W,81,100,98,65,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,C,A,16,Subject Content 4 for Art,Assessment Area 4 for Art,22.54,46.62,81,92.8,80,92.55,62.48,92,52.87,39.67,1,34,W,70,15,94,90,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,A,7,Subject Content 5 for Art,Assessment Area 5 for Art,70.97,21.43,17,60.89,35,80.76,20,90,71.37,5.69,24,66,W,66,39,95,80,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,B,B,3,Subject Content 6 for Art,Assessment Area 6 for Art,53.46,25.38,74,66.92,42,79.95,62.79,24,26.56,50.05,56,86,W,17,85,60,56,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,D,B,25,Subject Content 7 for Art,Assessment Area 7 for Art,2.15,6.59,38,0.49,47,69.79,3.56,43,72.34,86.6,30,67,W,38,16,10,15,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,C,D,4,Subject Content 8 for Art,Assessment Area 8 for Art,91.2,12.52,46,0.36,45,68.58,40.49,86,14.08,44.56,51,30,W,65,62,56,19,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,B,15,Subject Content 9 for Art,Assessment Area 9 for Art,94.82,19.14,53,86.73,64,57.92,67.46,44,74.61,37.58,69,7,W,90,65,52,62,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,A,14,Subject Content 10 for Art,Assessment Area 10 for Art,54.89,57.76,14,80.96,89,72.12,39.43,84,53.04,20.23,50,87,W,68,34,83,11,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,D,B,17,Subject Content 1 for Art,Assessment Area 1 for Art,65.12,81.63,92,38.93,88,46.96,69.36,18,58.25,14.25,1,99,W,23,84,53,59,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,B,A,22,Subject Content 2 for Art,Assessment Area 2 for Art,84.02,62.11,36,0.56,93,18.79,95.36,16,83.53,60.73,39,42,W,64,48,67,1,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,C,A,10,Subject Content 3 for Art,Assessment Area 3 for Art,14.75,54.56,69,0.81,69,40.77,52.68,54,42.39,97.92,90,51,W,36,60,35,74,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,A,C,11,Subject Content 4 for Art,Assessment Area 4 for Art,35.39,71.16,33,65.58,31,2.95,69.43,59,48.47,63.92,70,74,W,57,86,31,3,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Art,B,C,9,Subject Content 5 for Art,Assessment Area 5 for Art,27.03,88.5,40,23.91,100,81.35,62.85,17,80.7,99.36,87,1,W,92,37,49,62,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,Z,10,Subject Content 1 for Music,Assessment Area 1 for Music,72.92,36.92,100,95.1,69,58.75,4,86,58.91,52.93,6,66,W,17,16,5,26,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,B,B,3,Subject Content 2 for Music,Assessment Area 2 for Music,78.38,18,79,60.02,37,40.1,26.3,49,74.91,16.65,76,85,W,13,68,17,90,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,D,B,22,Subject Content 3 for Music,Assessment Area 3 for Music,81.48,30.99,26,97.36,14,72.41,54.83,22,10.6,96.51,71,82,W,33,50,36,46,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,B,D,13,Subject Content 4 for Music,Assessment Area 4 for Music,68.51,61.86,84,94.51,29,9.77,30.19,49,24.05,64.18,81,49,W,48,64,81,87,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,B,C,6,Subject Content 5 for Music,Assessment Area 5 for Music,7.73,58.35,64,43.66,84,99.7,92.34,51,59.28,15.68,52,69,W,84,72,53,55,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,A,A,8,Subject Content 6 for Music,Assessment Area 6 for Music,23.29,94.98,62,31.81,66,33.44,62.06,55,63.93,34.29,97,28,W,71,84,5,65,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,D,C,15,Subject Content 7 for Music,Assessment Area 7 for Music,30.93,26.19,49,10.61,56,45.12,29.3,97,34.06,1.81,76,55,W,61,4,57,97,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,Z,20,Subject Content 8 for Music,Assessment Area 8 for Music,44.79,64.22,70,73.83,93,77.62,9.51,43,80.64,94.21,37,68,W,97,89,1,86,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,D,18,Subject Content 9 for Music,Assessment Area 9 for Music,23.04,79.7,80,18.52,71,73.43,81.46,11,21.6,59.21,65,25,W,14,22,11,7,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,D,B,12,Subject Content 10 for Music,Assessment Area 10 for Music,46.3,78.03,11,61.57,13,79.27,70.28,94,80.9,58.25,8,73,W,14,10,1,31,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,A,B,25,Subject Content 1 for Music,Assessment Area 1 for Music,90.26,14.41,65,80.89,94,21.86,32.1,94,4.47,86.18,48,47,W,85,85,89,52,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,A,D,23,Subject Content 2 for Music,Assessment Area 2 for Music,52.59,31.74,10,86.37,49,37.52,73.32,94,87.63,98.68,24,44,W,37,20,23,34,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,D,Z,17,Subject Content 3 for Music,Assessment Area 3 for Music,30.37,26.66,32,63.56,13,48.5,97.35,13,49.86,53.45,87,78,W,89,87,49,32,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,C,4,Subject Content 4 for Music,Assessment Area 4 for Music,92.6,21.39,39,12.72,73,93.17,20.46,46,99.61,75.16,35,75,W,63,76,20,98,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,B,16,Subject Content 5 for Music,Assessment Area 5 for Music,69.85,6.86,39,82.64,22,73.25,69.39,91,92.75,90.87,18,58,W,44,20,63,49,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,A,24,Subject Content 6 for Music,Assessment Area 6 for Music,98.63,22.71,14,59.17,24,88.24,88.19,21,74.29,1.79,99,88,W,84,72,6,95,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,C,11,Subject Content 7 for Music,Assessment Area 7 for Music,51.93,31.31,46,71.92,38,99.28,12.04,15,23.66,71.31,65,67,W,51,39,53,41,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,D,19,Subject Content 8 for Music,Assessment Area 8 for Music,10.44,96.2,12,10.9,52,32.36,93.4,43,68.96,99.34,24,83,W,59,32,3,10,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,D,Z,5,Subject Content 9 for Music,Assessment Area 9 for Music,42.9,65.42,98,37.27,100,7.92,63.17,33,90.62,16.63,91,40,W,26,9,84,73,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,B,C,9,Subject Content 10 for Music,Assessment Area 10 for Music,68.14,88.29,16,46.87,13,47.46,26.2,100,48.67,31.07,66,33,W,19,77,78,44,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,D,A,7,Subject Content 1 for Music,Assessment Area 1 for Music,52.42,39.57,85,95.44,18,27.9,36.05,62,61.94,96.7,89,34,W,5,80,4,92,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,C,Z,1,Subject Content 2 for Music,Assessment Area 2 for Music,88.48,86.83,11,6.64,38,10.44,11.31,85,86.73,97.78,85,84,W,88,3,67,85,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,D,C,21,Subject Content 3 for Music,Assessment Area 3 for Music,6.13,61.24,93,79.35,15,62.33,70,87,42.53,85.08,74,56,W,53,34,38,96,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,A,C,2,Subject Content 4 for Music,Assessment Area 4 for Music,88.51,82.44,22,28.89,61,82.32,36.6,56,80.26,92.43,82,87,W,22,98,13,55,Distinction
"Christ King Catholic School, Bass Hill",2022,16,First Name 16,Last Name 16,5,Class 5,Music,D,B,14,Subject Content 5 for Music,Assessment Area 5 for Music,64.21,76.12,34,78.78,10,75.22,86.16,93,40.91,63.95,95,17,W,58,54,1,69,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,B,C,14,Subject Content 1 for Art,Assessment Area 1 for Art,5.18,32.71,88,32.41,13,74.1,23.01,48,42.75,62.11,99,87,W,12,39,75,12,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,A,B,11,Subject Content 2 for Art,Assessment Area 2 for Art,69.72,80.06,38,69.42,22,2.59,0.65,38,95.76,2.17,73,35,W,79,52,100,37,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,D,D,8,Subject Content 3 for Art,Assessment Area 3 for Art,25.55,53.59,98,79.45,43,61.58,17.48,80,93.29,19.79,78,3,W,50,64,95,50,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,C,A,16,Subject Content 4 for Art,Assessment Area 4 for Art,93.88,52.07,82,32.2,54,23.84,24.08,13,39.97,28.87,16,5,W,7,91,24,34,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,C,B,17,Subject Content 5 for Art,Assessment Area 5 for Art,5.36,63.76,43,88.78,94,43.51,97.98,45,77.05,6.76,70,93,W,79,73,53,8,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,C,A,15,Subject Content 6 for Art,Assessment Area 6 for Art,74.49,18.03,65,88.25,27,80.6,19.94,94,22.6,35.87,23,51,W,57,45,62,95,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,B,A,23,Subject Content 7 for Art,Assessment Area 7 for Art,87.4,11.19,95,94.21,86,35.77,55.71,60,5.36,3.85,79,6,W,38,63,2,51,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,D,C,19,Subject Content 8 for Art,Assessment Area 8 for Art,7.71,1.63,85,68.45,71,44.73,83.79,60,80.3,75.15,20,46,W,24,43,38,56,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,D,A,10,Subject Content 9 for Art,Assessment Area 9 for Art,92.4,86.52,63,82.39,93,33.56,39.97,26,37.16,65.58,48,86,W,66,23,30,86,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,A,Z,1,Subject Content 10 for Art,Assessment Area 10 for Art,29.1,31.57,26,80.37,32,73.23,28.2,91,42.92,8.73,79,43,W,45,33,9,94,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,A,B,2,Subject Content 1 for Art,Assessment Area 1 for Art,44.98,2.41,18,48.59,30,48.53,99.72,35,38.21,57.47,42,83,W,77,99,93,9,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,A,D,6,Subject Content 2 for Art,Assessment Area 2 for Art,96.99,82.94,43,83.76,89,8.85,34.46,37,83.32,39.83,19,29,W,64,30,54,80,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,B,A,9,Subject Content 3 for Art,Assessment Area 3 for Art,47.87,7.81,66,6.01,18,66.29,39.88,36,5.82,25.08,11,32,W,36,38,100,21,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,D,B,3,Subject Content 4 for Art,Assessment Area 4 for Art,83.26,94.97,16,28.1,76,44.73,45.59,19,12.87,28.88,19,52,W,1,37,38,55,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,C,A,22,Subject Content 5 for Art,Assessment Area 5 for Art,34.62,3.53,68,13.17,59,59.75,82.2,21,10.73,45.5,76,3,W,32,27,65,22,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,C,B,24,Subject Content 6 for Art,Assessment Area 6 for Art,59.74,20.25,91,19.16,72,61.81,15.94,56,74.25,98.9,13,90,W,90,49,35,63,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,D,A,20,Subject Content 7 for Art,Assessment Area 7 for Art,61.42,75.73,96,95.42,68,81.31,77.97,72,6.54,97.49,29,13,W,1,74,86,76,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,A,Z,18,Subject Content 8 for Art,Assessment Area 8 for Art,10.09,91.31,29,48.41,63,21.92,38.65,70,26.72,34.99,73,56,W,62,94,21,5,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,C,B,13,Subject Content 9 for Art,Assessment Area 9 for Art,47.79,99.01,64,31.94,58,74.68,46.92,25,41.36,41.72,65,75,W,46,57,6,53,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,A,Z,25,Subject Content 10 for Art,Assessment Area 10 for Art,44.17,70.8,80,19.3,71,72.59,49.33,98,23.66,11.51,31,3,W,23,80,48,12,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,B,D,5,Subject Content 1 for Art,Assessment Area 1 for Art,3.43,96.81,70,10.22,36,22.02,17.75,10,20.68,13.28,32,63,W,25,25,5,29,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,B,B,7,Subject Content 2 for Art,Assessment Area 2 for Art,95.13,40.51,71,78.03,22,83.08,37.99,28,80.41,51.82,85,68,W,55,42,76,50,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,A,Z,21,Subject Content 3 for Art,Assessment Area 3 for Art,64.36,68.74,79,20.82,22,85.68,25.73,68,48.42,1.72,76,44,W,15,58,46,96,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,B,A,12,Subject Content 4 for Art,Assessment Area 4 for Art,31.63,49.76,53,77,97,19.34,57.3,13,49.37,54.05,55,94,W,71,63,37,77,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Art,A,Z,4,Subject Content 5 for Art,Assessment Area 5 for Art,40.88,91.98,65,2.9,96,12,75.66,42,81.46,48.17,7,64,W,48,14,85,78,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Music,C,B,20,Subject Content 1 for Music,Assessment Area 1 for Music,77.29,70.33,15,72.99,61,21.41,83.19,84,25.62,18.39,31,82,W,21,67,52,70,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Music,C,D,5,Subject Content 2 for Music,Assessment Area 2 for Music,38.43,99.51,88,68.99,78,34.68,46.6,71,8.63,77.8,26,52,W,100,40,7,33,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Music,A,B,7,Subject Content 3 for Music,Assessment Area 3 for Music,69.56,93.67,93,45.01,16,60.23,28.15,78,81.66,71.12,1,58,W,59,16,63,7,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Music,B,D,8,Subject Content 4 for Music,Assessment Area 4 for Music,47.84,60.21,26,78.96,61,19.64,36.86,42,57.77,76.73,46,94,W,78,13,1,100,Distinction
"Christ King Catholic School, Bass Hill",2022,17,First Name 17,Last Name 17,12,Class 12,Music,A,D,19,Subject Content 5 for Music,Assessment Area 5 for Music,87.86,17.81,70,88.09,37,8.28,80.83,40,14.04,36.84,7,54,W,40,10,62,36,Distinction
